module(equipment),localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy
14(2호기),2024-12-01 00:00:00,1.0,214.7593611111111,214.8445,214.8506111111111,372.03697222222223,372.1157361111111,372.04227777777777,17.622152777777778,17.82259722222222,17.894569444444446,3056.087847222222,92.41922222222222,92.52147222222223,92.58297222222222,609.4180694444444,3040530.8680555555
14(2호기),2024-12-01 01:00:00,1.0,214.7964166666667,214.866625,215.0138472222222,372.08802777777777,372.2764166666667,372.2154166666666,17.73915277777778,17.507555555555555,17.06147222222222,2997.90025,92.20993055555554,92.54354166666667,92.4443472222222,601.2659166666667,3043554.863888889
14(2호기),2024-12-01 02:00:00,1.0,214.98561111111113,215.0602361111111,215.01033333333334,372.41980555555557,372.44131944444445,372.3766944444444,17.441305555555555,17.608652777777777,17.337430555555557,3003.6366666666663,92.47062500000001,92.45945833333333,92.61401388888888,608.9748055555556,3046550.8194444445
14(2호기),2024-12-01 03:00:00,1.0,215.14070833333332,214.98597222222222,215.17543055555555,372.48984722222224,372.51976388888886,372.6542777777778,17.399819444444447,17.360944444444442,17.47601388888889,2996.5862500000003,92.37295833333333,92.41358333333334,92.63384722222222,606.595375,3049558.529166667
14(2호기),2024-12-01 04:00:00,1.0,215.02708333333334,215.03118055555558,214.9366111111111,372.43019444444445,372.3520555555555,372.34872222222225,17.61070833333333,17.42845833333333,17.102583333333335,2988.598972222222,92.71802777777778,92.55311111111112,92.626,576.5936944444445,3052555.1625
14(2호기),2024-12-01 05:00:00,1.0,214.96383333333333,214.9631527777778,215.13643055555556,372.31641666666667,372.46627777777775,372.4667638888889,17.255805555555558,17.605611111111113,17.644777777777776,3010.6188333333334,92.77840277777777,92.16134722222222,92.18780555555556,603.7513472222222,3055545.8180555557
14(2호기),2024-12-01 06:00:00,1.0,214.88288888888889,215.05900000000003,214.85231944444448,372.32966666666664,372.3034166666667,372.1507916666667,17.378791666666665,17.963361111111112,18.107833333333332,3063.26025,92.15452777777777,92.47691666666667,92.5545,610.6910833333334,3058584.851388889
14(2호기),2024-12-01 07:00:00,1.0,215.0246388888889,215.04302777777778,215.08354166666666,372.4385555555556,372.4894027777778,372.4735972222222,17.502958333333332,17.456500000000002,17.948013888888887,3033.725861111111,92.66554166666667,92.38149999999999,92.34308333333334,610.9425138888889,3061636.3375
14(2호기),2024-12-01 08:00:00,1.0,214.80641666666665,215.0754583333333,215.01840277777777,372.27770833333335,372.46115277777784,372.22850000000005,17.45934722222222,17.192541666666667,17.102680555555555,2966.6967916666667,92.76001388888889,92.40068055555557,92.53247222222222,596.0608333333333,3064630.136111111
14(2호기),2024-12-01 09:00:00,1.0,215.01427777777778,214.93656944444442,214.96525000000003,372.3375138888889,372.29493055555554,372.36211111111106,17.416888888888888,17.451069444444446,17.73325,3015.505958333333,92.52655555555555,92.45491666666666,92.47088888888888,601.2215416666667,3067623.8569444446
14(2호기),2024-12-01 10:00:00,1.0,214.91045833333334,215.1126388888889,215.0057083333333,372.4000138888889,372.4823888888889,372.30733333333336,17.892333333333333,17.595680555555553,17.337263888888888,3028.7238611111115,92.41352777777779,92.35709722222222,92.72006944444443,592.1145277777778,3070649.966666667
14(2호기),2024-12-01 11:00:00,1.0,214.90173611111112,215.12495833333332,215.13230555555558,372.403375,372.60291666666666,372.4095833333334,17.46708333333333,17.531944444444445,17.81601388888889,3028.7411111111114,92.51525,92.27483333333333,92.387625,604.0435972222223,3073683.109722222
14(2호기),2024-12-01 12:00:00,1.0,214.94312499999998,215.09970833333335,215.09504166666665,372.4170416666667,372.5486388888889,372.4130555555556,18.105305555555557,16.70176388888889,17.249416666666665,2985.0079444444445,92.21719444444444,92.38055555555556,92.29023611111111,602.6829583333333,3076680.2527777776
14(2호기),2024-12-01 13:00:00,1.0,215.017125,214.8090972222222,214.89225000000002,372.2295416666667,372.1211944444445,372.3016944444444,17.52976388888889,17.635069444444444,17.636291666666665,3025.985888888889,92.45920833333334,92.51233333333334,92.45730555555555,603.5707777777778,3079707.293055556
14(2호기),2024-12-01 14:00:00,1.0,215.12815277777776,214.97343055555555,214.921625,372.4681527777778,372.28902777777773,372.4232777777778,16.84823611111111,17.540152777777777,17.773930555555555,2990.934611111111,92.61163888888889,92.32398611111111,92.79245833333334,588.7251666666666,3082697.05
14(2호기),2024-12-01 15:00:00,1.0,214.98530555555558,215.03434722222224,214.92723611111109,372.39700000000005,372.3466527777778,372.30434722222225,17.435694444444444,17.229194444444445,17.316277777777778,2980.0959583333333,92.37416666666665,92.39102777777777,92.48820833333333,602.9615138888888,3085682.7625
14(2호기),2024-12-01 16:00:00,1.0,215.13545833333333,215.062,214.9600972222222,372.55072222222225,372.39919444444445,372.46262500000006,17.266180555555554,16.98609722222222,16.88711111111111,2932.8908055555553,92.60484722222223,92.48591666666667,92.73006944444444,585.3580972222222,3088628.236111111
14(2호기),2024-12-01 17:00:00,1.0,214.98179166666668,214.8589861111111,215.0305833333333,372.24219444444446,372.28447222222223,372.39066666666673,17.263305555555554,18.013583333333333,17.44301388888889,3021.8095,92.51851388888889,92.39045833333334,92.43795833333334,607.438,3091618.2055555554
