module(equipment),localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy
5(좌측분전반),2024-12-01 00:00:00,1.0,214.9775138888889,214.95325,214.96513888888887,372.3199583333333,372.3093194444445,372.3303333333334,17.832597222222223,16.709833333333332,17.067208333333333,2958.6951527777774,92.61365277777779,92.66809722222222,92.61238888888889,594.4641805555556,2832477.638888889
5(좌측분전반),2024-12-01 01:00:00,1.0,215.06595833333333,214.94270833333334,215.0149583333333,372.3873194444444,372.34323611111114,372.4500694444444,17.62875,17.706916666666665,17.39529166666667,3023.05575,92.38601388888888,92.7040138888889,92.429,606.7042083333333,2835467.845833333
5(좌측분전반),2024-12-01 02:00:00,1.0,214.798,215.01031944444443,215.07119444444444,372.2138611111111,372.4508194444445,372.2664861111111,16.771444444444445,17.107069444444445,17.416888888888888,2939.877625,92.63102777777777,92.43981944444444,92.27759722222221,603.9476111111112,2838464.251388889
5(좌측분전반),2024-12-01 03:00:00,1.0,214.91965277777777,215.26716666666664,215.0761388888889,372.54186111111113,372.67744444444446,372.3764722222222,17.639305555555556,17.322777777777777,17.581,3013.6120833333334,92.60461111111113,92.42409722222223,92.43743055555555,599.3071388888889,2841425.909722222
5(좌측분전반),2024-12-01 04:00:00,1.0,215.06256944444442,215.003125,214.83643055555558,372.43701388888894,372.24112499999995,372.2925694444445,17.79059722222222,16.99,17.465180555555555,2994.8625416666664,92.34036111111111,92.47152777777778,92.51708333333333,605.8331666666667,2844436.4625
5(좌측분전반),2024-12-01 05:00:00,1.0,215.00433333333334,214.87059722222222,215.0693611111111,372.27147222222226,372.3281944444444,372.4437638888889,17.465625,17.337305555555556,17.152486111111113,2978.181722222222,92.36652777777778,92.79119444444444,92.72508333333333,602.6174444444445,2847416.995833333
5(좌측분전반),2024-12-01 06:00:00,1.0,215.08827777777776,215.1247361111111,214.9225,372.5645277777778,372.4207638888889,372.38941666666665,17.991930555555555,17.29061111111111,17.635805555555557,3034.2904722222224,92.48783333333334,92.36370833333332,92.53565277777777,608.2114722222223,2850429.120833333
5(좌측분전반),2024-12-01 07:00:00,1.0,214.87888888888887,215.18220833333334,215.0531388888889,372.4327916666667,372.5836111111111,372.32130555555557,17.906097222222222,17.41063888888889,17.660847222222223,3038.4186944444446,92.43772222222222,92.32705555555555,92.45076388888889,603.4749027777777,2853452.586111111
5(좌측분전반),2024-12-01 08:00:00,1.0,215.12744444444445,214.94280555555557,214.96419444444444,372.44069444444443,372.29966666666667,372.4594166666667,16.904680555555558,17.58652777777778,17.886305555555555,3003.7742222222223,92.36775,92.61794444444445,92.48084722222224,605.4203333333334,2856490.8291666666
5(좌측분전반),2024-12-01 09:00:00,1.0,215.18447222222224,215.05093055555557,215.0016388888889,372.58415277777783,372.4255694444444,372.5411666666667,17.801805555555553,17.46026388888889,17.379958333333335,3018.691277777778,92.675875,92.86634722222223,92.55918055555556,604.1980972222223,2859493.15
5(좌측분전반),2024-12-01 10:00:00,1.0,214.94869444444444,215.05390277777778,215.07409722222224,372.38250000000005,372.4911805555556,372.39990277777775,17.46066666666667,17.090972222222224,17.422125,2980.715388888889,92.52794444444444,92.34859722222222,92.53273611111112,602.7710694444444,2862484.1166666667
5(좌측분전반),2024-12-01 11:00:00,1.0,215.10280555555553,214.99436111111112,214.95755555555556,372.46402777777774,372.3383888888889,372.4323472222222,17.873569444444442,17.379069444444443,17.89876388888889,3048.0108472222223,92.27276388888889,92.39848611111111,92.37983333333332,611.1660277777778,2865499.5222222223
5(좌측분전반),2024-12-01 12:00:00,1.0,214.9387638888889,215.0730138888889,215.156375,372.39023611111105,372.57863888888886,372.46230555555553,17.091569444444445,17.647430555555555,16.9965,2966.8791250000004,92.54656944444444,92.78273611111112,92.91816666666666,591.2045694444444,2868518.966666667
5(좌측분전반),2024-12-01 13:00:00,1.0,215.04070833333333,214.87502777777777,215.10868055555557,372.3070694444445,372.365875,372.5093611111111,17.597486111111113,17.553125,16.976166666666668,2988.745111111111,92.32544444444446,92.5635,92.37312499999999,597.0027916666667,2871491.9444444445
5(좌측분전반),2024-12-01 14:00:00,1.0,214.94750000000002,214.86056944444442,215.13944444444445,372.21347222222226,372.3799583333333,372.45501388888886,17.813513888888888,17.618069444444444,17.63536111111111,3042.577652777778,92.52076388888888,92.64829166666667,92.32277777777777,606.1456944444445,2874515.605555556
5(좌측분전반),2024-12-01 15:00:00,1.0,214.86356944444444,215.01016666666666,215.08069444444445,372.27075,372.45872222222226,372.33175,17.990916666666667,17.36223611111111,17.60172222222222,3036.0081666666665,92.61609722222222,92.46125,92.60022222222223,603.7387916666667,2877542.7
5(좌측분전반),2024-12-01 16:00:00,1.0,215.17243055555554,214.94906944444443,214.93956944444443,372.4851527777778,372.2835833333333,372.4770555555555,17.159333333333333,17.637486111111112,17.250694444444445,2984.4939444444444,92.62086111111111,92.49015277777778,92.32405555555556,601.5692916666667,2880574.0375
5(좌측분전반),2024-12-01 17:00:00,1.0,214.89186111111113,215.05319444444442,215.24729166666665,372.332375,372.64013888888894,372.50070833333336,17.626805555555556,17.843972222222224,17.43026388888889,3033.442972222222,92.58279166666667,92.59044444444444,92.61030555555556,612.2052361111112,2883569.325
5(좌측분전반),2024-12-01 18:00:00,1.0,215.0921111111111,214.88302777777778,214.91479166666664,372.35879166666666,372.20501388888886,372.3863194444445,17.296555555555557,17.592125,17.288569444444445,2990.903875,92.72516666666667,92.66504166666667,92.63568055555555,594.8971944444444,2886585.7430555555
5(좌측분전반),2024-12-01 19:00:00,1.0,214.69469444444442,215.12090277777776,214.8841666666667,372.22059722222224,372.3845416666667,372.01551388888885,17.87613888888889,17.65775,17.55675,3042.2150277777773,92.274,92.64425,92.45725,603.910875,2889593.876388889
5(좌측분전반),2024-12-01 20:00:00,1.0,214.9836527777778,215.01848611111112,214.9912222222222,372.3817638888889,372.38843055555554,372.3583194444444,17.421430555555556,17.809305555555557,17.32015277777778,3013.173097222222,92.01433333333334,92.51801388888889,92.50587499999999,592.7918472222223,2892627.6416666666
5(좌측분전반),2024-12-01 21:00:00,1.0,214.90148611111113,214.72904166666666,215.054375,372.0601944444445,372.1921388888889,372.34169444444444,17.674194444444446,17.793083333333335,17.618291666666668,3042.6886250000002,92.35854166666665,92.54124999999999,92.6792638888889,606.3314166666667,2895654.134722222
5(좌측분전반),2024-12-01 22:00:00,1.0,215.05215277777776,215.0773888888889,214.94058333333334,372.4922361111111,372.3955555555555,372.37406944444444,17.951722222222223,17.582958333333334,17.531583333333334,3043.0202222222224,92.41855555555556,92.48963888888888,92.37870833333334,603.7275416666666,2898699.095833333
5(좌측분전반),2024-12-01 23:00:00,1.0,215.2643472222222,215.2662638888889,214.80169444444445,372.8397222222222,372.4385833333334,372.43688888888886,17.638805555555557,17.497916666666665,16.925013888888888,2986.398194444445,92.53293055555557,92.52572222222223,92.52966666666667,591.7988194444445,2901705.322222222
