module(equipment),localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy
12(4호기),2024-12-01 00:00:00,1.0,215.00654166666666,215.11777777777777,214.85225,372.4874027777778,372.3539583333333,372.25722222222225,17.863555555555557,17.388430555555555,17.791944444444447,3041.1249305555557,92.69925,92.32338888888889,92.41616666666667,607.2712083333333,4553520.394444444
12(4호기),2024-12-01 01:00:00,1.0,214.8600416666667,214.9590972222222,214.9045972222222,372.2233194444444,372.2619027777778,372.1763055555556,17.23113888888889,17.700055555555558,17.489333333333335,3004.1589583333334,92.38166666666667,92.39725,92.42343055555556,604.6060416666667,4556525.968055556
12(4호기),2024-12-01 02:00:00,1.0,214.97920833333333,215.03725,215.08643055555558,372.3939861111111,372.4870138888889,372.4366388888889,16.773625,17.749541666666666,17.81854166666667,3001.2534444444445,92.55456944444444,92.48897222222222,92.23834722222222,607.376763888889,4559549.416666667
12(4호기),2024-12-01 03:00:00,1.0,214.90990277777777,215.088,214.9875138888889,372.3782361111111,372.44531944444446,372.29115277777777,17.391472222222223,17.295444444444442,17.53933333333333,2994.139708333333,92.74037500000001,92.67091666666667,92.21266666666666,605.5797361111111,4562542.180555556
12(4호기),2024-12-01 04:00:00,1.0,215.049125,215.14045833333333,214.94186111111114,372.544375,372.45118055555554,372.37248611111113,17.513319444444445,17.606555555555556,17.398791666666664,3011.922444444445,92.46065277777778,92.49656944444445,92.2779861111111,599.5359166666666,4565548.155555556
12(4호기),2024-12-01 05:00:00,1.0,214.88001388888887,215.08886111111113,214.9275972222222,372.35294444444446,372.39394444444446,372.2131111111111,17.0845,17.498305555555557,17.321791666666666,2975.7746944444443,92.51947222222223,92.69402777777778,92.50637499999999,591.5334166666667,4568538.472222222
12(4호기),2024-12-01 06:00:00,1.0,215.0151666666667,214.98702777777777,214.94259722222225,372.3817638888889,372.31915277777773,372.34327777777776,17.002305555555555,17.589069444444444,17.385388888888887,2979.646388888889,92.53118055555555,92.792,92.490625,588.3107083333333,4571521.998611111
12(4호기),2024-12-01 07:00:00,1.0,215.07177777777775,215.0176388888889,214.88899999999998,372.4574166666667,372.29900000000004,372.3461111111111,17.180763888888887,17.57413888888889,17.673958333333335,3005.7214583333334,92.49745833333333,92.57477777777777,92.43848611111112,601.1093611111111,4574506.923611111
12(4호기),2024-12-01 08:00:00,1.0,214.94086111111113,214.97720833333332,214.99795833333334,372.30890277777775,372.35855555555554,372.3270416666666,17.68,16.987583333333333,17.538888888888888,2993.3401666666664,92.67931944444445,92.48695833333333,92.09861111111111,611.9020833333333,4577509.104166667
12(4호기),2024-12-01 09:00:00,1.0,215.239375,215.0565,215.09643055555554,372.6361527777778,372.51225,372.67091666666664,17.306722222222223,17.766402777777778,17.908694444444446,3039.101263888889,92.90591666666666,92.35400000000001,92.41016666666668,610.9863472222222,4580516.070833334
12(4호기),2024-12-01 10:00:00,1.0,215.3073611111111,214.85649999999998,215.0791111111111,372.5216388888889,372.3238333333333,372.71437499999996,17.658680555555556,17.603569444444442,17.261680555555554,3011.4752916666666,92.39300000000001,92.43615277777778,92.42826388888889,595.8987638888889,4583563.783333333
12(4호기),2024-12-01 11:00:00,1.0,214.88972222222222,215.09090277777779,215.06140277777777,372.36316666666664,372.5116388888889,372.3375833333333,17.17727777777778,17.69301388888889,17.22923611111111,2988.0869444444447,92.38463888888889,92.428625,92.72315277777777,609.0466250000001,4586555.431944445
12(4호기),2024-12-01 12:00:00,1.0,215.11465277777776,215.00359722222223,214.92275,372.4823888888889,372.3164027777778,372.4124583333333,17.73184722222222,17.480597222222222,18.024958333333334,3052.8292916666664,92.60544444444444,92.64638888888888,92.46322222222223,600.0021805555556,4589570.977777778
12(4호기),2024-12-01 13:00:00,1.0,214.9904861111111,215.0771388888889,215.02876388888888,372.4386527777778,372.4713472222222,372.3962638888889,17.646958333333334,17.83688888888889,17.631819444444446,3045.5282083333336,92.38887500000001,92.30997222222221,92.63840277777777,610.3440277777778,4592626.051388889
12(4호기),2024-12-01 14:00:00,1.0,214.97254166666667,214.97969444444445,214.947875,372.3383888888889,372.3170277777778,372.31108333333333,17.437986111111112,17.063000000000002,17.58625,2985.2671250000003,92.48766666666666,92.49077777777778,92.512,599.5072916666667,4595633.613888889
12(4호기),2024-12-01 15:00:00,1.0,215.0383611111111,215.04019444444444,215.00966666666665,372.44780555555553,372.4230138888889,372.42154166666666,17.20161111111111,17.321583333333333,17.904166666666665,3006.2053333333333,92.78930555555556,92.80387499999999,92.39429166666666,595.8294861111111,4598630.697222223
12(4호기),2024-12-01 16:00:00,1.0,214.92502777777776,214.96783333333332,214.94965277777777,372.2872638888889,372.3085,372.27144444444446,16.913125,17.146194444444443,17.253625,2941.14375,92.55469444444445,92.52418055555556,92.49705555555556,587.1699861111111,4601610.783333333
12(4호기),2024-12-01 17:00:00,1.0,214.89408333333333,215.07516666666666,214.87529166666667,372.3533194444445,372.3371388888889,372.18033333333335,17.253,17.641666666666666,17.481833333333334,3002.476611111111,92.433375,92.31943055555556,92.433625,600.119236111111,4604577.618055556
12(4호기),2024-12-01 18:00:00,1.0,215.23354166666667,214.99056944444445,214.81108333333336,372.57370833333334,372.20825,372.4185277777778,17.78963888888889,17.493625,17.418444444444447,3022.0429583333334,92.60605555555556,92.64534722222221,92.588,604.8488611111111,4607596.052777777
12(4호기),2024-12-01 19:00:00,1.0,214.87034722222222,215.00277777777777,215.0445,372.2700972222222,372.4209583333334,372.3062638888889,17.786555555555555,17.53665277777778,17.538194444444443,3030.626277777778,92.38240277777778,92.42475,92.29590277777778,608.7841111111111,4610614.033333333
12(4호기),2024-12-01 20:00:00,1.0,215.02309722222222,214.96994444444442,215.03358333333333,372.37405555555557,372.3831666666667,372.42931944444445,18.148875,17.87661111111111,17.719625,3081.975361111111,92.42404166666667,92.64826388888889,92.41213888888889,603.3498472222223,4613669.709722222
12(4호기),2024-12-01 21:00:00,1.0,215.09226388888888,215.11227777777776,214.75568055555556,372.5571388888889,372.2655972222222,372.24844444444443,17.5485,17.87475,17.637708333333332,3041.7640416666663,92.08047222222223,92.57720833333333,92.4525,607.6997916666667,4616746.143055555
12(4호기),2024-12-01 22:00:00,1.0,214.98293055555555,214.9364861111111,214.94209722222223,372.31011111111115,372.27483333333333,372.315125,17.40138888888889,17.451041666666665,17.47911111111111,3000.396527777778,92.3274861111111,92.382625,92.49344444444445,602.5963194444444,4619750.65
