module(equipment),localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy
17(6호기),2024-12-01 00:00:00,1.0,214.87255555555555,214.86075,214.90741666666665,372.1488194444445,372.17938888888887,372.1892083333333,17.267055555555558,17.460597222222223,17.411305555555554,2987.9598055555557,92.17211111111111,92.28209722222222,92.77645833333334,599.6030138888889,1876505.1875
17(6호기),2024-12-01 01:00:00,1.0,214.93143055555555,215.06670833333334,215.0872916666667,372.37804166666666,372.5129166666666,372.39618055555553,17.68013888888889,17.517222222222223,18.216402777777777,3062.799875,92.38091666666666,92.1376388888889,92.58874999999999,624.9605277777778,1879536.3125
17(6호기),2024-12-01 02:00:00,1.0,215.0520138888889,214.95193055555558,215.08269444444446,372.38359722222225,372.41016666666667,372.4968888888889,17.511805555555554,17.17373611111111,17.430902777777778,2988.606013888889,92.40819444444443,92.37758333333333,92.64180555555556,604.3233472222222,1882537.8958333333
17(6호기),2024-12-01 03:00:00,1.0,215.24844444444446,214.97236111111113,215.10441666666665,372.57124999999996,372.44652777777776,372.6857361111111,17.197458333333334,18.004333333333335,17.37513888888889,3015.7332083333336,92.09654166666665,92.20461111111112,92.39270833333333,587.6520694444445,1885536.3138888888
17(6호기),2024-12-01 04:00:00,1.0,215.0657638888889,214.8587222222222,214.9035833333333,372.3142361111111,372.1740833333334,372.35319444444445,17.68501388888889,17.405666666666665,17.527694444444446,3015.913013888889,92.48031944444445,92.65822222222222,92.6012361111111,590.9923472222222,1888571.486111111
17(6호기),2024-12-01 05:00:00,1.0,215.06104166666668,214.971,214.92922222222222,372.4077083333333,372.2934722222222,372.37145833333335,17.561041666666668,17.635805555555557,17.505833333333335,3021.416819444444,92.5736388888889,92.34127777777778,92.40806944444444,603.4015,1891582.6722222222
17(6호기),2024-12-01 06:00:00,1.0,215.19099999999997,215.15915277777776,214.76765277777776,372.6832638888889,372.3166111111111,372.3443194444444,18.237222222222222,17.774625,17.31475,3058.099138888889,92.35622222222221,92.3987638888889,92.37218055555556,612.4429861111112,1894625.3333333333
17(6호기),2024-12-01 07:00:00,1.0,215.21101388888889,215.03506944444445,215.00015277777777,372.59320833333334,372.4105833333333,372.5628194444444,17.441444444444446,17.618388888888887,17.259777777777778,3001.1265555555556,92.14797222222221,92.15986111111111,92.59976388888889,599.9001666666667,1897657.1833333333
17(6호기),2024-12-01 08:00:00,1.0,215.09669444444444,215.1073611111111,215.26591666666667,372.55665277777774,372.70311111111107,372.69390277777774,17.963513888888887,17.252791666666667,17.535138888888888,3026.7325972222225,92.17763888888888,92.38470833333334,92.54533333333333,606.60875,1900659.4125
17(6호기),2024-12-01 09:00:00,1.0,215.27652777777777,215.04318055555555,215.06104166666668,372.65688888888894,372.47001388888884,372.6720833333334,17.561486111111112,17.248166666666666,18.01395833333333,3030.6193194444445,92.42794444444444,92.51184722222222,92.42330555555556,609.2334027777778,1903696.0625
17(6호기),2024-12-01 10:00:00,1.0,214.81613888888887,215.09043055555554,215.07536111111114,372.29904166666665,372.523875,372.28615277777783,17.95952777777778,17.550527777777777,17.39588888888889,3032.5394305555556,92.16266666666667,92.37852777777776,92.23494444444445,609.5658055555556,1906713.575
17(6호기),2024-12-01 11:00:00,1.0,215.09094444444446,215.03373611111112,214.88506944444444,372.48816666666664,372.31001388888893,372.3595972222222,17.558069444444445,18.27188888888889,17.37184722222222,3050.035263888889,92.16912500000001,92.42787500000001,92.15729166666667,615.0984305555555,1909780.3236111111
17(6호기),2024-12-01 12:00:00,1.0,215.02734722222223,215.11433333333335,215.11019444444443,372.503,372.5744861111111,372.49951388888894,17.64165277777778,17.643124999999998,17.485541666666666,3026.9696249999997,92.390875,92.44554166666666,92.68258333333334,598.7229444444445,1912815.7791666666
17(6호기),2024-12-01 13:00:00,1.0,214.971875,214.985375,214.86168055555555,372.34302777777776,372.2474722222222,372.2360277777778,17.474180555555556,17.388986111111112,17.648,3009.6092083333333,92.73495833333332,92.44877777777778,92.24344444444445,600.5431666666667,1915823.6194444445
17(6호기),2024-12-01 14:00:00,1.0,214.94008333333332,215.07968055555554,214.9161388888889,372.3968194444445,372.37629166666665,372.2554305555555,17.210916666666666,17.807819444444444,16.949375,2979.2180138888893,92.52218055555555,92.63433333333333,92.29519444444443,583.1823194444445,1918821.3305555556
17(6호기),2024-12-01 15:00:00,1.0,215.15962499999998,214.914375,214.91080555555556,372.4441111111111,372.22862499999997,372.44076388888885,17.43409722222222,17.425,17.765722222222223,3016.156055555555,92.04006944444446,92.37840277777778,92.23615277777778,601.4714583333333,1921807.9347222222
17(6호기),2024-12-01 16:00:00,1.0,214.99433333333334,215.00004166666668,214.80994444444445,372.3753194444444,372.2153055555556,372.2105555555555,17.689319444444443,17.744583333333335,17.596430555555557,3039.141861111111,92.42409722222223,92.04143055555556,92.24843055555554,610.0455416666666,1924837.7041666666
17(6호기),2024-12-01 17:00:00,1.0,214.76179166666665,214.8294027777778,214.99729166666665,372.02594444444446,372.2300138888889,372.171375,17.629680555555556,17.32190277777778,17.626277777777776,3012.1208055555553,92.33668055555556,92.54459722222222,92.57961111111112,609.0610833333333,1927887.701388889
17(6호기),2024-12-01 18:00:00,1.0,215.05086111111112,214.95640277777775,215.0937638888889,372.3862916666667,372.423375,372.5050277777778,17.812208333333334,17.907888888888888,18.04197222222222,3082.896944444444,92.14255555555556,92.25649999999999,92.32391666666666,624.4135555555556,1930925.5166666666
17(6호기),2024-12-01 19:00:00,1.0,215.02988888888888,215.03483333333332,215.08243055555556,372.4359166666666,372.48158333333333,372.4771944444445,17.09201388888889,17.636541666666666,17.578958333333333,2999.9949166666665,92.49019444444444,92.1709861111111,92.57708333333333,595.0232916666666,1933966.288888889
17(6호기),2024-12-01 20:00:00,1.0,215.00458333333333,214.9555277777778,214.828875,372.34559722222224,372.19309722222226,372.2358194444444,17.50102777777778,17.484319444444445,17.567805555555555,3012.263486111111,92.44318055555556,92.28769444444444,92.06693055555556,598.1471666666667,1936974.6097222222
17(6호기),2024-12-01 21:00:00,1.0,214.83030555555555,214.99909722222222,214.88986111111112,372.2323611111111,372.28398611111106,372.1377222222222,17.982347222222224,17.717902777777777,17.61638888888889,3055.287291666667,92.44358333333334,92.33723611111111,92.62441666666668,615.4207083333333,1940000.576388889
17(6호기),2024-12-01 22:00:00,1.0,214.99381944444443,215.1025138888889,215.16908333333333,372.4635972222222,372.61522222222226,372.5210555555555,17.97688888888889,17.437166666666666,17.57009722222222,3039.1173472222226,92.5382361111111,92.70884722222222,92.41083333333334,613.3791944444445,1943045.6166666667
17(6호기),2024-12-01 23:00:00,1.0,215.12604166666668,215.11679166666667,215.04545833333336,372.59027777777777,372.5208055555555,372.5284444444444,17.30323611111111,17.83861111111111,17.886333333333333,3041.077402777778,92.42338888888888,92.48931944444445,92.45098611111112,606.9924305555555,1946078.2069444444
17(6호기),2024-12-02 00:00:00,1.0,215.1496111111111,215.00363888888887,215.26754166666666,372.5127638888889,372.61495833333333,372.74162499999994,17.532194444444446,17.963416666666667,17.3425,3030.594986111111,92.74765277777777,92.47415277777777,92.24619444444444,597.0909166666667,1949116.7305555556
17(6호기),2024-12-02 01:00:00,1.0,215.0711388888889,214.994,214.92797222222225,372.43631944444445,372.3123194444444,372.37925,17.55723611111111,17.744222222222223,17.508041666666667,3027.7574999999997,92.69665277777777,92.61716666666666,92.40958333333333,597.63075,1952150.1527777778
17(6호기),2024-12-02 02:00:00,1.0,214.999875,214.91465277777777,214.76208333333335,372.3059166666667,372.1000555555555,372.17354166666667,17.76973611111111,17.56284722222222,17.658847222222224,3036.914541666667,92.49569444444444,92.00104166666667,92.53168055555555,604.4936666666666,1955181.1847222222
17(6호기),2024-12-02 03:00:00,1.0,215.14518055555556,214.96406944444445,215.03445833333333,372.4746944444445,372.3789027777778,372.5356111111111,17.61445833333333,17.588916666666666,17.732805555555558,3035.4902361111112,92.27709722222221,92.46068055555556,92.45254166666668,618.6004583333333,1958212.2833333334
17(6호기),2024-12-02 04:00:00,1.0,214.98366666666666,214.89413888888888,215.08601388888889,372.2743611111111,372.36298611111107,372.44045833333337,18.035013888888887,17.72934722222222,17.564541666666667,3056.9528611111114,92.3231111111111,92.19330555555554,92.26034722222222,609.1837361111111,1961277.2875
17(6호기),2024-12-02 05:00:00,1.0,215.20674999999997,214.98718055555554,215.0124861111111,372.5479305555556,372.3797361111111,372.5699583333333,17.464597222222224,17.627333333333333,18.05675,3048.1918611111114,92.39788888888889,92.39772222222223,92.29188888888889,604.7719444444444,1964317.3930555556
17(6호기),2024-12-02 06:00:00,1.0,214.8880972222222,214.88147222222221,214.74641666666668,372.18052777777774,372.05783333333335,372.06345833333336,17.420861111111112,17.676805555555553,17.354430555555556,3004.852944444445,92.36068055555556,92.42843055555555,92.32043055555556,604.1694722222222,1967349.072222222
17(6호기),2024-12-02 07:00:00,1.0,214.8357638888889,215.19923611111113,215.07362500000002,372.410125,372.61650000000003,372.30147222222223,17.686611111111112,17.326319444444444,17.434847222222224,3007.4600555555553,92.36365277777779,92.55006944444445,92.31075000000001,609.8700972222222,1970341.5944444444
17(6호기),2024-12-02 08:00:00,1.0,215.14947222222222,215.00918055555553,214.89758333333336,372.5173194444444,372.2992083333333,372.4209861111111,17.073916666666666,17.537541666666666,17.921208333333333,3012.2210833333334,92.35023611111112,92.540625,92.25622222222222,604.3491388888889,1973367.423611111
17(6호기),2024-12-02 09:00:00,1.0,214.9695972222222,215.09279166666667,214.97529166666666,372.433875,372.43876388888884,372.3321527777778,16.928055555555556,17.428361111111112,17.417416666666664,2968.8454722222227,92.60763888888889,92.42248611111111,92.02152777777778,593.7746805555556,1976351.4930555555
17(6호기),2024-12-02 10:00:00,1.0,214.95280555555553,215.16381944444447,214.97780555555553,372.4810694444444,372.5025833333333,372.31994444444445,17.154291666666666,18.022972222222222,17.574388888888887,3024.9821805555553,92.44929166666667,92.42347222222222,92.33604166666666,612.0209583333334,1979344.6763888889
17(6호기),2024-12-02 11:00:00,1.0,214.9692777777778,214.98868055555556,215.01779166666665,372.34359722222223,372.3855555555555,372.3689444444445,17.122902777777778,17.472597222222223,17.547694444444446,2989.744513888889,92.27230555555555,92.26472222222223,92.44401388888889,597.6143611111112,1982362.3430555556
17(6호기),2024-12-02 12:00:00,1.0,215.09251388888887,214.81254166666668,215.09469444444443,372.29769444444446,372.2997638888889,372.5420277777778,17.730222222222224,17.473069444444445,17.385208333333335,3015.1285138888884,92.34174999999999,92.49051388888888,92.62651388888888,595.1748472222223,1985368.0541666667
17(6호기),2024-12-02 13:00:00,1.0,214.915375,215.142875,215.22251388888887,372.4303611111111,372.6965694444445,372.4995,17.68876388888889,17.14926388888889,17.557986111111113,3005.7449305555556,92.46334722222223,92.63872222222223,92.31945833333333,595.0404722222222,1988381.6430555556
17(6호기),2024-12-02 14:00:00,1.0,214.99220833333337,215.0164166666667,215.119,372.38763888888883,372.49733333333336,372.4761111111111,17.591319444444444,17.371458333333333,17.41852777777778,3003.613958333333,92.30415277777779,92.31426388888889,92.21947222222222,599.0281527777778,1991367.648611111
